"AreaCode","AreaName","CategoryAttribute","Denominator","Factor","HighestPriorityNotificationType","IndicatorCode","IndicatorName","IndicatorShortName","LowerConfidenceLimit","MetricCategoryName","MetricCategoryTypeName","NotificationCount","Numerator","TimePeriodName","UpperConfidenceLimit","Value","ValueNote"
"E54000028","North London Partners in Health and Care","Persons",43060,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.76,"Persons","Sex",0,34935,"To March 2022",81.5,81.14,NA
"E54000027","North West London Health and Care Partnership","Persons",71810,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.5,"Persons","Sex",0,58730,"To March 2022",82.07,81.78,NA
"E54000020","Northamptonshire","Persons",29110,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.49,"Persons","Sex",0,24135,"To March 2022",83.35,82.92,NA
"E54000014","Nottingham and Nottinghamshire Health and Care","Persons",44740,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.86,"Persons","Sex",0,37225,"To March 2022",83.55,83.2,NA
"E54000030","Our Healthier South East London","Persons",54990,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",78.96,"Persons","Sex",0,43610,"To March 2022",79.64,79.3,NA
"E54000011","Shropshire and Telford and Wrekin","Persons",27540,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80,"Persons","Sex",0,22160,"To March 2022",80.94,80.47,NA
"E54000038","Somerset","Persons",34565,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.85,"Persons","Sex",0,27060,"To March 2022",78.72,78.29,NA
"E54000031","South West London Health and Care Partnership","Persons",47500,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.57,"Persons","Sex",0,37965,"To March 2022",80.29,79.93,NA
"E54000009","South Yorkshire and Bassetlaw","Persons",75140,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",84.54,"Persons","Sex",0,63720,"To March 2022",85.05,84.8,NA
"E54000010","Staffordshire and Stoke on Trent","Persons",57570,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.8,"Persons","Sex",0,47280,"To March 2022",82.43,82.12,NA
"E54000023","Suffolk and North East Essex","Persons",46760,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.69,"Persons","Sex",0,38360,"To March 2022",82.38,82.04,NA
"E54000052","Surrey Heartlands Health and Care Partnership","Persons",40625,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.77,"Persons","Sex",0,31760,"To March 2022",78.57,78.17,NA
"E54000053","Sussex and East Surrey Health and Care Partnership","Persons",80410,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.89,"Persons","Sex",0,62865,"To March 2022",78.46,78.18,NA
"E54000016","The Black Country and West Birmingham","Persons",66535,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.38,"Persons","Sex",0,55665,"To March 2022",83.94,83.66,NA
"E54000054","West Yorkshire and Harrogate (Health and Care Partnership)","Persons",106650,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.23,"Persons","Sex",0,89010,"To March 2022",83.68,83.46,NA
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Persons",39985,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",75.01,"Persons","Sex",0,30160,"To June 2022",75.85,75.43,NA
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Persons",33865,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.3,"Persons","Sex",0,28010,"To June 2022",83.11,82.71,NA
"E54000055","NHS Birmingham and Solihull Integrated Care Board","Persons",55035,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.5,"Persons","Sex",0,46125,"To June 2022",84.11,83.81,NA
"E54000062","NHS Black Country Integrated Care Board","Persons",61470,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.38,"Persons","Sex",0,51435,"To June 2022",83.97,83.68,NA
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Persons",43930,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.2,"Persons","Sex",0,35395,"To June 2022",80.94,80.57,NA
"E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","Persons",71085,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.91,"Persons","Sex",0,57015,"To June 2022",80.5,80.21,NA
"E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","Persons",32885,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.48,"Persons","Sex",0,26605,"To June 2022",81.33,80.9,NA
"E54000008","NHS Cheshire and Merseyside Integrated Care Board","Persons",141970,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.77,"Persons","Sex",0,114960,"To June 2022",81.18,80.97,NA
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Persons",38260,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",75.7,"Persons","Sex",0,29125,"To June 2022",76.55,76.13,NA
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Persons",43070,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.9,"Persons","Sex",0,34575,"To June 2022",80.65,80.27,NA
"E54000058","NHS Derby and Derbyshire Integrated Care Board","Persons",52180,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.67,"Persons","Sex",0,42790,"To June 2022",82.33,82,NA
"E54000037","NHS Devon Integrated Care Board","Persons",61030,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.34,"Persons","Sex",0,48615,"To June 2022",79.98,79.66,NA
"E54000041","NHS Dorset Integrated Care Board","Persons",42230,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.95,"Persons","Sex",0,33085,"To June 2022",78.73,78.34,NA
"E54000034","NHS Frimley Integrated Care Board","Persons",30085,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.79,"Persons","Sex",0,24140,"To June 2022",80.69,80.24,NA
"E54000043","NHS Gloucestershire Integrated Care Board","Persons",30950,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",78.81,"Persons","Sex",0,24535,"To June 2022",79.71,79.26,NA
"E54000057","NHS Greater Manchester Integrated Care Board","Persons",137355,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.93,"Persons","Sex",0,114175,"To June 2022",83.32,83.12,NA
"E54000042","Nhs Hampshire And Isle Of Wight Integrated Care Board","Persons",86185,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",78.5,"Persons","Sex",0,67890,"To June 2022",79.04,78.77,NA
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Persons",43805,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",78.49,"Persons","Sex",0,34550,"To June 2022",79.25,78.87,NA
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Persons",58480,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.55,"Persons","Sex",0,47875,"To June 2022",82.17,81.86,NA
"E54000051","NHS Humber and North Yorkshire Integrated Care Board","Persons",93195,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.27,"Persons","Sex",0,75045,"To June 2022",80.78,80.53,NA
"E54000032","NHS Kent and Medway Integrated Care Board","Persons",85300,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.54,"Persons","Sex",0,68080,"To June 2022",80.08,79.81,NA
"E54000048","NHS Lancashire and South Cumbria Integrated Care Board","Persons",102605,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.77,"Persons","Sex",0,83125,"To June 2022",81.25,81.01,NA
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board","Persons",43310,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.2,"Persons","Sex",0,36190,"To June 2022",83.9,83.56,NA
"E54000013","NHS Lincolnshire Integrated Care Board","Persons",39765,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.86,"Persons","Sex",0,32700,"To June 2022",82.61,82.24,NA
"E54000026","NHS Mid and South Essex Integrated Care Board","Persons",44050,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.79,"Persons","Sex",0,36185,"To June 2022",82.51,82.15,NA
"E54000022","Nhs Norfolk And Waveney Integrated Care Board","Persons",52145,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.18,"Persons","Sex",0,41470,"To June 2022",79.87,79.53,NA
"E54000028","NHS North Central London Integrated Care Board","Persons",45930,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.59,"Persons","Sex",0,37180,"To June 2022",81.3,80.95,NA
"E54000050","NHS North East and North Cumbria Integrated Care Board","Persons",178770,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.9,"Persons","Sex",0,150295,"To June 2022",84.24,84.07,NA
"E54000029","NHS North East London Integrated Care Board","Persons",59535,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.72,"Persons","Sex",0,50020,"To June 2022",84.31,84.02,NA
"E54000027","NHS North West London Integrated Care Board","Persons",74155,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.31,"Persons","Sex",0,60500,"To June 2022",81.86,81.58,NA
"E54000059","NHS Northamptonshire Integrated Care Board","Persons",30390,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.5,"Persons","Sex",0,25200,"To June 2022",83.34,82.93,NA
"E54000060","NHS Nottingham and Nottinghamshire Integrated Care Board","Persons",50755,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.06,"Persons","Sex",0,42320,"To June 2022",83.7,83.38,NA
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board","Persons",29095,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.55,"Persons","Sex",0,23565,"To June 2022",81.45,81.01,NA
"E54000038","NHS Somerset Integrated Care Board","Persons",34760,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.93,"Persons","Sex",0,27240,"To June 2022",78.8,78.37,NA
"E54000030","NHS South East London Integrated Care Board","Persons",56725,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",78.94,"Persons","Sex",0,44970,"To June 2022",79.6,79.27,NA
"E54000031","NHS South West London Integrated Care Board","Persons",47940,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",79.43,"Persons","Sex",0,38250,"To June 2022",80.14,79.79,NA
"E54000061","NHS South Yorkshire Integrated Care Board","Persons",70710,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",84.5,"Persons","Sex",0,59935,"To June 2022",85.02,84.76,NA
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board","Persons",57905,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",81.93,"Persons","Sex",0,47625,"To June 2022",82.55,82.24,NA
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Persons",47935,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.05,"Persons","Sex",0,39495,"To June 2022",82.73,82.39,NA
"E54000052","NHS Surrey Heartlands Integrated Care Board","Persons",40945,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.84,"Persons","Sex",0,32035,"To June 2022",78.64,78.24,NA
"E54000053","NHS Sussex Integrated Care Board","Persons",82765,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",77.68,"Persons","Sex",0,64520,"To June 2022",78.24,77.96,NA
"E54000054","NHS West Yorkshire Integrated Care Board","Persons",108440,1,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.31,"Persons","Sex",0,90580,"To June 2022",83.75,83.53,NA
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board","Persons",39995,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",72.49,"Persons","Sex",0,29170,"To September 2022",73.36,72.93,NA
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Persons",33995,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",82.62,"Persons","Sex",0,28225,"To September 2022",83.42,83.02,NA
"E54000055","NHS Birmingham and Solihull Integrated Care Board","Persons",54950,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.55,"Persons","Sex",0,46080,"To September 2022",84.17,83.86,NA
"E54000062","NHS Black Country Integrated Care Board","Persons",61630,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",83.64,"Persons","Sex",0,51730,"To September 2022",84.22,83.93,NA
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Persons",43975,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.45,"Persons","Sex",0,35540,"To September 2022",81.19,80.82,NA
"E54000044","NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board","Persons",71440,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.08,"Persons","Sex",0,57420,"To September 2022",80.66,80.37,NA
"E54000056","NHS Cambridgeshire and Peterborough Integrated Care Board","Persons",33130,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.78,"Persons","Sex",0,26905,"To September 2022",81.61,81.2,NA
"E54000008","NHS Cheshire and Merseyside Integrated Care Board","Persons",142300,NA,NA,"CVDP009CHOL","Patients with GP recorded CVD (narrow definition), who are currently treated with lipid lowering therapy.","Cholesterol: CVD treated with LLT (CVDP009CHOL)",80.84,"Persons","Sex",0,115330,"To September 2022",81.25,81.05,NA
